书名,作者,分类,豆瓣评分,百度网盘提取码,百度云盘链接
销售大师之弗里·吉特默销售思想精读全集,金跃军 ,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1eSJmBKY
销售就是提问,赵凡禹,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1gf6Zs9l
营销人员每日必修课,娄凌云,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1bp7N735
销售知识全知道,凡禹,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1qY9yMKG
像满足情人那样满足顾客：品牌的建设与营销,范军,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1c1JG2f2
销售与口才知识全集,盛乐,广告_营销_销售,1,百度网盘(提取码:6666),https://pan.baidu.com/s/1hGQmEQ7GbR6qig4N5bL1xw
销售心经,成杰,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1gfNUrwJ
现在，发现你的销售优势,静涛,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1c9Rczs
零售的哲学：7-Eleven便利店创始人自述,[日] 铃木敏文,广告_营销_销售,8.1,百度网盘(提取码:6666),https://pan.baidu.com/s/1qnTiePUIUn0HKpUoVtwnSg
一本书读懂互联网营销推广,康路晨,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1pL3u9WR
大客户销售：能力测试与成长,孙路弘,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1nvbD96T
商战：电商时代,吴晓波,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1gfa3SOj
奥格威谈广告,大卫・奥格威,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1mhYXFAC
品牌22律,艾·里斯,广告_营销_销售,7.2,百度网盘(提取码:6666),https://pan.baidu.com/s/1Fc6dddFrEqlO5TYM6APHIQ
定位：有史以来对美国营销影响最大的观念,杰克·特劳特,广告_营销_销售,8.2,百度网盘(提取码:6666),http://pan.baidu.com/s/1nuA8nzF
科学的广告+我的广告生涯,克劳德·霍普金斯,广告_营销_销售,8.5,百度网盘(提取码:6666),http://pan.baidu.com/s/1eSPpQ2u
传播学史,E・M・罗杰斯,广告_营销_销售,8.4,百度网盘(提取码:6666),http://pan.baidu.com/s/1qYu3sZi
打工之王,东方大红,广告_营销_销售,0,百度网盘(提取码:6666),http://pan.baidu.com/s/1eR1sY0y
从谷底到山巅,王云,广告_营销_销售,7.5,百度网盘(提取码:6666),http://pan.baidu.com/s/1qXNZoHQ
传播学教程,郭庆光,广告_营销_销售,7.8,百度网盘(提取码:6666),http://pan.baidu.com/s/1geNBCDP
传播学概论,许静,广告_营销_销售,6.7,百度网盘(提取码:6666),http://pan.baidu.com/s/1dFFOxUx
