书名,作者,分类,豆瓣评分,百度网盘提取码,百度云盘链接
沙丘5：沙丘异端,弗兰克·赫伯特,科幻_穿越,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1aBFveViHfsV8TqLgxL1iHQ
沙丘4：沙丘神,弗兰克·赫伯特,科幻_穿越,7.9,百度网盘(提取码:6666),https://pan.baidu.com/s/1j8OsD9AvEfd4q4fVTIuK1g
群鸟飞舞的世界末日,查莉·简·安德斯,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1Y5zT12ZEdRUY9d0rmAP-qA
玩家1号·图文注释版,恩斯特·克莱恩,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1W8AlO9FFEbo35ih84asPCw
银河帝国(8-15),艾萨克·阿西莫夫,科幻_穿越,9,百度网盘(提取码:6666),https://pan.baidu.com/s/1D3Aewvw83FIev77fd8OroQ
分形王子,哈努·拉贾涅米,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1H52uA0GTNTSjozA4WkyYyg
AI迷航,肖遥,科幻_穿越,6.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1WXe2Ad0_5oj5G5_pXqrD1w
时间不存在,韩松,科幻_穿越,7.9,百度网盘(提取码:6666),https://pan.baidu.com/s/1SJh4NvVD8X1DpuQ5PCM3ug
地火明夷,燕垒生,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1YmUxF6aD1Kw4acX1Hjt3Zw
彩虹尽头,弗诺·文奇,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1Yzgv8T_aczA1yXH3GFsKHQ
量子魔术师,德里克·昆什肯,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1Rk9Z0IgB4Ts5gJz6esrhzA
火星纪事,雷·布拉德伯里,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1fNfmlb3RD8PY881ZKKIKAw
《猎物者》系列（共5本）,白饭如霜,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1dYon7DOPkukqtpW4zYNx3w
十二个明天,刘慈欣,科幻_穿越,6.9,百度网盘(提取码:6666),https://pan.baidu.com/s/1eJiOyA4oj_nIOODnWjM77w
量子窃贼,哈努·拉贾涅米,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1p1TX37sbMM12IB68hxl8tQ
图夫航行记,乔治·R·R·马丁,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/15nDyCWsUIOE3gxcHDRYL_w
众妙之门,阿道司·赫胥黎,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1PWPc-95R79kyg29dbCcEcQ
侏罗纪公园2：失落的世界,迈克尔·克莱顿,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1Dgt5yxsasdZ8WtE6Z4UUXg
超脑（套装共2册）,理查兹,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1KtIO48n9QAvuSgjBm3ISQg
陶偶,大卫·布林,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1Vf0xNfbGxToFght2WvgM-g
“破碎的星球”三部曲（《第五季》《方尖碑之门》《巨石苍穹》）,N.K.杰米辛,科幻_穿越,8,百度网盘(提取码:6666),https://pan.baidu.com/s/1DT1uHD8e85t2zRZyhr2-Ug
宇宙超度指南,李诞,科幻_穿越,6.9,百度网盘(提取码:6666),https://pan.baidu.com/s/1I50h4tNzgME_Dksm3t0xFQ
盲视,彼得·沃茨,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1zNedFUXPmbwE-Pxbpgbh8A
死灵之书,H.P.洛夫克拉夫特,科幻_穿越,8.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1bNEQ8-873d23Fi4Z12cUJg
大英雄时代,Priest,科幻_穿越,8.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1X8xSSab8X8rmkOfEe5CflQ
波西·杰克逊系列（5册合集）,雷克·莱尔顿,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1_D5x9AWbNC56urFsoo2RRw
与罗摩相会,阿瑟·克拉克,科幻_穿越,8.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1xleZbsvuKNPMcvrBBGAngA
伤心者,何夕,科幻_穿越,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1aK7JygvPXcYaP8K8RwJkjg
十四年猎鬼人,李诣凡,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1_lwe1qQKRDg5P-s1kgcVjw
热夜之梦,乔治·R·R·马丁,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1lcpqNAW5LZe9u3rpvbwlvQ
看海的人,小林泰三,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1Oe1shHLJWC6Df8a5HFS_Dg
魔鬼积木·白垩纪往事,刘慈欣,科幻_穿越,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1SQCaCAyzQggwaRhb_MvPrA
朱雀记,猫腻,科幻_穿越,7.5,百度网盘(提取码:6666),https://pan.baidu.com/s/185e_b4iqi3FXr9GVh3_6zw
