书名,作者,分类,豆瓣评分,百度网盘提取码,百度云盘链接
你的第一本保险指南,槽叔,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://share.weiyun.com/5hFLG8m
股市稳赚,乔尔·格林布拉特,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://share.weiyun.com/5dMZHsT
一本书看透IPO：A股IPO全流程深度剖析,沈春晖,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://share.weiyun.com/5z7iqMH
坏血：一个硅谷巨头的秘密与谎言,约翰·卡雷鲁,投资_股票_金融_经济,8.3,百度网盘(提取码:6666),https://pan.baidu.com/s/1yiYUN4KTQq-dZ0VBbqYfcg
PPP的中国逻辑,蒲坚,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://share.weiyun.com/5gJblbE
指数基金投资从入门到精通,老罗,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://share.weiyun.com/5bhjWz2
生活中的投资学,我是腾腾爸,投资_股票_金融_经济,7.8,百度网盘(提取码:6666),https://pan.baidu.com/s/1GTvELAgYqrqVlzAR9qePsQ
新周期,任泽平,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://share.weiyun.com/5b07eDn
穷思维 富思维,童大焕,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://share.weiyun.com/5iszN6F
债务危机,瑞·达利欧,投资_股票_金融_经济,8.5,百度网盘(提取码:6666),https://pan.baidu.com/s/1_ZOcTe3-on7BFvUF-pYpzw
货币政治：汇率政策的政治经济学,杰弗里 A. 弗里登,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://share.weiyun.com/5YwdU12
最后一个金融大鳄,邓荣栋,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://share.weiyun.com/5XlKI4o
赌金者：长期资本管理公司的升腾与陨落,罗杰·洛温斯坦,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://share.weiyun.com/55Zr3Nc
经济学的思维方式,托马斯·索维尔,投资_股票_金融_经济,8.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1zqRzWiftUBwTomBfX7qJKg
富人思维,贾森·卡拉卡尼斯,投资_股票_金融_经济,7.4,百度网盘(提取码:6666),https://pan.baidu.com/s/1kT8pm1n9F_TmVtlYpbpz6Q
数字经济2.0,马文彦,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1gwKSQCioWR-5YoIHB4Vubg
人地城,徐远,投资_股票_金融_经济,0,百度网盘(提取码:6666),https://pan.baidu.com/s/1nSIv9z6r9MvqaTrcUw3TQQ
富人的逻辑：如何创造财富，如何保有财富,雷纳•齐特尔曼,投资_股票_金融_经济,7,百度网盘(提取码:6666),https://pan.baidu.com/s/1m0tUqSVFonrOsqoqAsMEzA
